1.98076212e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10
1.00000000e-10,1.98076212e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10
1.00000000e-10,1.00000000e-10,1.09668617e-06,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10
1.00000000e-10,1.00000000e-10,1.00000000e-10,7.13623882e-08,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10
1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,2.07720373e-04,9.93454275e-04,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10
1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,9.93454275e-04,7.70958811e-03,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10
1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e+00,1.00000000e-10,1.00000000e-10,1.00000000e-10
1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e+00,1.00000000e-10,1.00000000e-10
1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e+00,1.00000000e-10
1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e-10,1.00000000e+00
